time, lapCount, lapTime, wRPM, speed, distance, motorVoltage, motorCurrent, batteryVoltage, batteryCurrent,, accelerator
180,0,0,171.43,15.86,1079,10.56,0.39,28.73,0.39,11.2047,1023
181,0,0,171.43,15.86,1083,5.98,0.39,29.05,0.49,14.2345,462
182,0,0,137.14,12.71,1087,2.5,0.39,28.89,0.49,14.1561,495
183,0,0,137.14,12.71,1091,0.92,0.3,28.73,0.49,14.0777,467
184,0,0,120,11.13,1094,0.76,0.3,29.05,0.49,14.2345,442
185,0,0,120,11.13,1097,3.45,1.56,28.89,0.49,14.1561,1023
186,0,0,111.43,10.29,1100,11.98,0.39,28.89,0.88,25.4232,457
187,0,0,102.86,9.46,1102,11.04,2.74,28.73,1.56,44.8188,323
188,0,0,102.86,9.46,1105,11.67,5.08,28.73,2.54,72.9742,444
189,0,0,111.43,10.29,1108,13.09,7.72,28.26,3.71,104.8446,508
190,0,0,120,11.13,1111,15.14,6.74,28.26,6.06,171.2556,521
191,0,0,145.71,13.45,1115,17.04,12.5,28.89,8.4,242.676,470
192,0,0,145.71,13.45,1118,19.25,11.14,27.79,9.77,271.5083,616
193,0,0,180,16.69,1123,16.25,0.3,29.05,0.49,14.2345,434
194,0,0,188.57,17.44,1128,20.04,1.47,28.73,2.54,72.9742,428
195,0,0,205.71,19.01,1133,21.78,3.03,28.58,2.35,67.163,497
196,0,0,214.29,19.85,1139,23.83,3.42,28.58,2.93,83.7394,430
197,0,0,240,22.26,1145,24.94,3.91,28.58,3.13,89.4554,501
198,0,0,248.57,23,1151,26.05,2.35,28.58,2.64,75.4512,467
199,0,0,257.14,23.83,1158,26.36,3.23,28.89,2.54,73.3806,439
200,0,0,265.71,24.58,1165,27,1.27,28.73,2.05,58.8965,530
201,0,0,274.29,25.41,1172,27.31,1.86,28.89,1.56,45.0684,433
202,0,0,265.71,24.58,1179,27.31,1.37,28.73,1.66,47.6918,424
203,0,0,274.29,25.41,1186,27.31,1.17,28.73,1.56,44.8188,433
204,0,0,274.29,25.41,1193,26.2,0.49,29.05,0.59,17.1395,426
205,0,0,265.71,24.58,1200,18.78,0.3,28.89,0.39,11.2671,1023
206,0,0,265.71,24.58,1206,13.09,0.39,29.05,0.49,14.2345,453
207,0,0,248.57,23,1213,8.19,0.3,28.89,0.49,14.1561,467
208,0,0,248.57,23,1219,3.92,0.3,28.89,0.49,14.1561,440
209,0,0,240,22.26,1225,0.76,0.3,28.89,0.49,14.1561,434
210,0,0,231.43,21.42,1231,0.92,0.3,29.05,0.39,11.3295,433
211,0,0,231.43,21.42,1237,0.92,0.3,29.21,0.49,14.3129,441
212,0,0,222.86,20.59,1243,7.08,1.27,28.89,0.78,22.5342,295
213,0,0,231.43,21.42,1249,15.78,2.05,28.89,0.98,28.3122,449
214,0,0,205.71,19.01,1254,21.78,0.88,28.73,0.98,28.1554,428
215,0,0,214.29,19.85,1260,20.99,1.17,28.89,1.56,45.0684,492
216,0,0,205.71,19.01,1265,20.99,4.1,28.73,2.15,61.7695,499
217,0,0,197.14,18.27,1270,20.83,2.93,28.58,2.74,78.3092,430
218,0,0,197.14,18.27,1275,15.78,0.3,28.89,0.39,11.2671,479
219,0,0,188.57,17.44,1280,12.77,0.88,28.73,1.47,42.2331,452
220,0,0,188.57,17.44,1285,18.94,0.88,29.21,1.56,45.5676,428
221,0,0,171.43,15.86,1289,18.15,0.88,28.73,2.25,64.6425,491
222,0,0,171.43,15.86,1294,18.15,6.84,28.73,3.52,101.1296,1023
223,0,0,171.43,15.86,1298,18.15,5.86,28.26,5.67,160.2342,468
224,0,0,154.29,14.28,1302,19.57,14.46,27.63,10.74,296.7462,460
225,0,0,180,16.69,1307,20.67,16.9,27.15,14.55,395.0325,567
226,0,0,180,16.69,1312,15.46,0.19,15.46,0.3,4.638,512
,,,,,,,,,,0,
max,1,0,351.43,32.55,1312,28.58,24.9,30,15.73,471.9,1023
min,0,0,-8.57,0,0,0.61,0.1,12.46,0.2,2.492,255
avg,0.022350397,0,140.6653353,13.0302235,335.6582552,11.95445566,3.426322999,28.91186734,3.114729632,90.05264993,521.2415285
